ensemble_random_forest,ensemble_gradient_boosting,ensemble_ridge,ensemble_lasso,pca_component_1,pca_component_3,pca_component_4,pca_component_6,pca_component_7,pca_component_8,feature_selection_f_regression_mean,feature_selection_f_regression_weighted,feature_selection_mutual_info_mean,feature_selection_mutual_info_weighted,rolling_ml_factor,adaptive_ml_factor
ensemble_random_forest,ensemble_gradient_boosting,ensemble_ridge,ensemble_lasso,pca_component_1,pca_component_3,pca_component_4,pca_component_6,pca_component_7,pca_component_8,feature_selection_f_regression_mean,feature_selection_f_regression_weighted,feature_selection_mutual_info_mean,feature_selection_mutual_info_weighted,rolling_ml_factor,adaptive_ml_factor
2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.026986240569629876,0.0561069487985208,0.4759574966358286,-0.012740741282160765,0.6037861381649032,0.6961355353012818,0.2570786302181207,0.1464542459454659,0.12076419349682296,-0.05577605389717376,-0.004512887480604998,0.006489399970614377,-0.004403899600540662,0.01720374861402535,0.028834754004279633,0.7582144933650978
0.029074077968657984,0.11522757782931906,0.23563136435971987,-0.02812696447896277,0.5672113409129965,0.4622809029433287,0.5889683623813715,0.12763982074763763,0.055896391699961134,0.3093651697324823,-7.003025629015877e-05,0.006108560794823952,9.23028117106192e-05,0.01429671666916947,0.012942330990079015,0.14010323075454573
0.01988840918848586,0.07781171582058569,0.1619318734175676,-0.02297185632298932,0.40140364734399503,0.3215014011447623,0.41754879390919014,0.08861397333567701,0.03873092028772706,0.2129053545037128,0.0011024905836508597,0.0049644635050266565,0.0012207040219705339,0.010160845747095724,0.008885134505256902,0.10043386397503748
0.0018421921838165513,0.003460458342988785,0.010867967023249754,0.00010260302929071324,0.019339594463903757,0.0433690760531972,0.019369991564443183,0.00875247135836182,0.013468681244873949,0.006245738592348247,0.011031487405218837,0.010241082937417732,0.011010107935382409,0.0069956612184904135,0.003930175960349085,0.006407406877827461
0.00034159916159406554,0.000651289820650677,0.0010482804491488379,0.0,0.002317671443793956,0.0021069254417462966,0.0020453099517128187,0.0006837526877378811,0.00035029023889423085,0.0009432461898137257,9.57522658594426e-07,5.373834486807342e-05,9.57522658594426e-07,0.0001000943848624512,0.0001860508916216786,0.0005307342305222709
0.00016152630058857337,0.0002977751925496441,0.000413251619179337,-4.9764890390560876e-05,0.0010733049182935393,0.0008554200025137646,0.0009710599641267634,0.00026174977538662435,7.08609600573748e-05,0.0005988370767155235,-1.2188111111793298e-05,1.7385229896203224e-05,-1.2188111111793298e-05,5.0400704994337795e-05,2.8371347274587416e-05,0.0001763447436607482
-0.0001800728610054922,-0.0003535146281010329,-0.0006350288299695008,-4.9764890390560876e-05,-0.0012443665255004166,-0.001251505439232532,-0.0010742499875860552,-0.0004220029123512567,-0.00027942927883685604,-0.00034440911309820214,-1.3145633770387725e-05,-3.63531149718702e-05,-1.3145633770387725e-05,-4.9693679868113406e-05,-0.0001576795443470912,-0.0003543894868615227
0.0020946525629347104,0.0020946525629347104,0.0020946525629347104,0.0020946525629347104,0.0020946525629347104,0.0020946525629347104,0.0020946525629347104,0.0020946525629347104,0.0020946525629347104,0.0020946525629347104,0.0020946525629347104,0.0020946525629347104,0.0020946525629347104,0.0020946525629347104,0.0020946525629347104,0.0020946525629347104
0.16308153802627223,0.31092976094240093,0.5004555255121383,0.0,1.1064705836211735,1.0058591477311116,0.976443534314464,0.326427733093793,0.16723071171452755,0.45031152493003035,0.00045712719881949786,0.02565501592912544,0.00045712719881949786,0.04778567416555903,0.08882183848237449,0.25337578169941766
"{0: -0.0001800728610054922, 1: -0.0001078078131320076, 2: -0.00012059460760612197, 3: -2.0525450907948885e-06, 4: 0.00016152630058857337}","{0: -0.0003535146281010329, 1: -0.00014540025164363834, 2: -0.00012963705232688335, 3: 8.187083115914096e-05, 4: 0.0002977751925496441}","{0: -0.0006350288299695008, 1: -0.0001836643109228417, 2: 1.2773140211447265e-05, 3: 0.00014432916468644645, 4: 0.000413251619179337}",{0: -4.9764890390560876e-05},"{0: -0.0012443665255004166, 1: -0.00036675940974651073, 2: -3.124902928519524e-05, 3: 0.0003202918839385424, 4: 0.0010733049182935393}","{0: -0.001251505439232532, 1: -0.00016975074595851125, 2: 0.00010115452406026524, 3: 0.00021623450520033614, 4: 0.0008554200025137646}","{0: -0.0010742499875860552, 1: -0.0004830818815343277, 2: -3.127171907660911e-06, 3: 0.00034069121924468345, 4: 0.0009710599641267634}","{0: -0.0004220029123512567, 1: -0.00010248010385866868, 2: -0.00014631979606788818, 3: 0.0001599871976741915, 4: 0.00026174977538662435}","{0: -0.00027942927883685604, 1: -0.00013028023493402542, 2: -5.1792429074022306e-05, 3: 0.00014181146198801592, 4: 7.08609600573748e-05}","{0: -0.00034440911309820214, 1: -0.0002682829767764411, 2: -0.00021561178513258494, 3: -1.9772270897954747e-05, 4: 0.0005988370767155235}","{0: -1.3145633770387725e-05, 1: 2.225224459707353e-06, 2: -0.00017659957182426827, 3: -4.9024811564511994e-05, 4: -1.2188111111793298e-05}","{0: -3.63531149718702e-05, 1: 2.824654026700735e-07, 2: -0.00015024330858123852, 3: -7.986219426002223e-05, 4: 1.7385229896203224e-05}","{0: -1.3145633770387725e-05, 1: 2.225224459707353e-06, 2: -0.00017659957182426827, 3: -4.9024811564511994e-05, 4: -1.2188111111793298e-05}","{0: -4.9693679868113406e-05, 1: 1.0130133685504472e-05, 2: -0.00018789843272287832, 3: -7.17630000153488e-05, 4: 5.0400704994337795e-05}","{0: -0.0001576795443470912, 1: -9.782730128115828e-05, 2: 6.335933450920785e-05, 3: 3.4187300969728037e-06, 4: 2.8371347274587416e-05}","{0: -0.0003543894868615227, 1: -0.00015521065406673111, 2: -4.702443790222598e-05, 3: 0.0001314622343481481, 4: 0.0001763447436607482}"
-20.12620474331004,-38.579044400097416,-4.14860458152133,6.156157876181505,-6.865965240127324,-7.325070143805564,4.350821597100477,-0.11657395792799102,-1.012909456970723,0.49952129892567987,1.1728996297265781,0.9816393971562305,1.1724490263871923,0.9226186063512318,1.650297923320175,-37.02161344363484
672.7034238231402,1640.7887735503418,72.62954656733392,35.93421302697383,98.81830588712592,188.37544310987673,44.970523066694696,10.320718192399301,12.705318106945313,39.38775851332994,1.6486712628165314,0.9977414133417497,1.648182113209539,0.7461550396163816,7.056194484094145,1549.93664451198
0.0009398868250902643,0.0003177497133357426,8.739134726019599e-05,2.30759181918055e-08,1.0855727367938874,0.9680250720947083,0.7722023948914307,0.5724133955036117,0.45290127676426367,0.4915597096284545,251.70933325136994,45.0168050343315,251.7197708105318,139.50268191455615,2.2525656690220013e-05,0.0005049678667975732
0.909,0.669,0.508,0.484,0.494,0.48,0.482,0.4745,0.4715,0.492,0.484,0.484,0.484,0.484,0.441,0.4555
0.08461913113843061,0.08205468208568119,0.6356089293195049,0.989489635838806,0.7826075351181855,0.4749757364467215,0.7540106550083686,0.6104222711504863,0.7216448277434839,0.48397406812226385,0.9597487390028459,0.9798898043469281,0.959747511463632,0.9899216342388633,0.9581940942266491,0.14494796235484214
-0.005812231942564316,-0.0006565703413786826,0.47701041278918144,0.9788771115853682,0.6904064509514674,0.40513439545580665,0.6851374161772593,0.5061518596654994,0.5941453997066932,0.4168029892912158,0.8979755754736142,0.9490604211878836,0.8979786600417423,0.9744937876319687,0.916378630934588,0.06449761433220905
-0.0010034850434381061,0.02825016956741409,0.31975209056760434,0.968159067746661,0.6130251467422689,0.37156497131872945,0.6223937695561542,0.418675509573269,0.469156170568146,0.34127554135913835,0.8296680859950611,0.9142967382765711,0.8296783215358581,0.9562821066508916,0.8745535914683108,0.0972425011658512
0.0067237672226745145,0.007968170296120953,0.1846306810645844,0.9573319602181942,0.5418553159085543,0.3205774108659735,0.5660863455114802,0.3280531148194981,0.3609152026803467,0.22193130899824165,0.7595238591571135,0.8777152220687778,0.759540686304337,0.9360823011596167,0.832718957123376,0.05911653588224768
-0.025474793864886845,0.00604375029757153,0.19834112290539013,0.9463920458094355,0.46151599169816904,0.2399058322769293,0.512837588756136,0.3287123389509129,0.374915929375444,0.08716896401533664,0.6979893654898907,0.8438663745900511,0.6980108889315345,0.9153415457730081,0.7908747091462855,0.07871717056632045
0.002234245796713073,0.01736487979728983,0.16033309695737225,0.935335366276924,0.4277420569758045,0.23019508620180237,0.47126376588076785,0.27953247975981027,0.35787733714092473,0.06254086142864282,0.6750517018854965,0.8244729459249295,0.6750774437048362,0.8945160424123735,0.7493613998406325,0.0577991743290002
-0.002759368267123944,0.006760529968138919,0.1518830480297253,0.9241577306750623,0.391178057190515,0.1959492114483197,0.42471188876404536,0.2413310227346368,0.32508368342544774,0.0065724129055980025,0.6653041180745598,0.8101221270456381,0.6653362542501648,0.873784348140562,0.7078417323641611,0.030215145929870794
0.014898224728752825,0.006501301174946128,0.16762403167734294,0.9128546958006492,0.35883062335224963,0.16920412841838023,0.3786800574788256,0.22617298217398615,0.300182636553731,-0.01838157326508983,0.6598836781084728,0.7971461079702375,0.659923989290049,0.8525229617494838,0.6663156953069773,0.0375170963930076
-0.003057822803085609,-0.0004380334390181319,0.17325456075380835,0.901421544475809,0.31697683182888375,0.12257724181851491,0.323437164617202,0.19917063641312846,0.26246365529838167,0.007827549831332594,0.6554473171000079,0.7842482771500132,0.6554969669892884,0.8306500885450656,0.6247832772318002,0.010500912228710003
0.01947044021187327,0.010855117664211685,0.17381294444862805,0.8898532613672719,0.2800899138027264,0.13680635646345576,0.2992704052307718,0.16983482366977362,0.24308339103231466,0.027296008604087194,0.6503823445723924,0.7709928368450237,0.6504413060541404,0.8084028168984982,0.583244466673862,-0.031021973815615608
